CHROMOSOME	ARM	BAND	ABERRATION	CODE	ORGAN	TOTAL_CASES	GENE	CHR_ORDER	TYPE
11	q	23	del(11)(q21q23)	1808		5		11	U
11	q	23	del(11)(q21q23)	1810		3		11	U
11	q	23	del(11)(q21q23)	1820		3		11	U
11	q	23	del(11)(q21q23)	1922		2		11	U
11	q	23	del(11)(q21q23)	3135	0301	2		11	U
11	q	23	del(11)(q22q23)	1602		3		11	U
11	q	23	del(11)(q22q23)	1702		2		11	U
11	q	23	del(11)(q22q23)	1801		2		11	U
11	q	23	del(11)(q22q23)	1802		21		11	U
11	q	23	del(11)(q22q23)	1902		2		11	U
11	q	23	del(11)(q23)	1020		3		11	U
11	q	23	del(11)(q23)	1101		32	KMT2A+,KMT2A/DCPS,KMT2A/TIRAP	11	U
11	q	23	del(11)(q23)	1102		8	KMT2A+	11	U
11	q	23	del(11)(q23)	1103		11	KMT2A+,KMT2A/CBL	11	U
11	q	23	del(11)(q23)	1104		9	KMT2A+	11	U
11	q	23	del(11)(q23)	1106		3		11	U
11	q	23	del(11)(q23)	1107		24	KMT2A+,KMT2A/ARHGEF12	11	U
11	q	23	del(11)(q23)	1108		27	KMT2A+	11	U
11	q	23	del(11)(q23)	1109		8	KMT2A/ARHGEF12	11	U
11	q	23	del(11)(q23)	1110		2	KMT2A+	11	U
11	q	23	del(11)(q23)	1112		2		11	U
11	q	23	del(11)(q23)	1113		2		11	U
11	q	23	del(11)(q23)	1202		6		11	U
11	q	23	del(11)(q23)	1302		3		11	U
11	q	23	del(11)(q23)	1501		6		11	U
11	q	23	del(11)(q23)	1505		7		11	U
11	q	23	del(11)(q23)	1507		5		11	U
11	q	23	del(11)(q23)	1509		7	KMT2A+	11	U
11	q	23	del(11)(q23)	1515		2		11	U
11	q	23	del(11)(q23)	1602		113	KMT2A+,KMT2A/BCL9L	11	U
11	q	23	del(11)(q23)	1702		16		11	U
11	q	23	del(11)(q23)	1801		4		11	U
11	q	23	del(11)(q23)	1802		15		11	U
11	q	23	del(11)(q23)	1808		2		11	U
11	q	23	del(11)(q23)	1810		7		11	U
11	q	23	del(11)(q23)	1820		11		11	U
11	q	23	del(11)(q23)	1822		2		11	U
11	q	23	del(11)(q23)	1902		3		11	U
11	q	23	del(11)(q23)	1926		3		11	U
11	q	23	del(11)(q23)	3111	0218	2		11	U
11	q	23	del(11)(q23)	3111	0227	6		11	U
11	q	23	del(11)(q23)	3111	0301	2		11	U
11	q	23	del(11)(q23)	3111	0401	15		11	U
11	q	23	del(11)(q23)	3111	0501	5		11	U
11	q	23	del(11)(q23)	3121	0212	2		11	U
11	q	23	del(11)(q23)	3121	0509	2		11	U
11	q	23	del(11)(q23)	3135	0301	2		11	U
11	q	23	del(11)(q23)	3199	0501	2		11	U
11	q	23	del(11)(q23)	3902	0601	2		11	U
11	q	23	del(11)(q23)	3905	0601	3		11	U
11	q	23	del(11)(q23)	5104	0801	5		11	U
11	q	23	del(11)(q23)	5213	0703	2	KMT2A/FOXR1,PAFAH1B2/FOXR1	11	U
11	q	23	del(11)(q23)	5220	0804	2		11	U
11	q	23	del(11)(q23)	6011	0810	6		11	U
11	q	23	del(11)(q23)	6011	1101	2		11	U
11	q	23	del(11)(q23)	6011	1410	6		11	U
11	q	23	del(11)(q23)	8310	0902	2		11	U
11	q	23	del(11)(q23)	8516	0902	3		11	U
11	q	23	del(11)(q23)	8541	0902	3		11	U
11	q	23	del(11)(q23)	8622	0901	2		11	U
11	q	23	del(11)(q23)	8740	0901	2		11	U
11	q	23	del(11)(q23)	8810	0109	3		11	U
11	q	23	del(11)(q23q23)	1602		5	KMT2A/BCL9L,KMT2A+	11	U
11	q	23	del(11)(q23q24)	1109		2		11	U
11	q	23	del(11)(q23q24)	1602		2	KMT2A+	11	U
11	q	23	del(11)(q23q25)	1101		2		11	U
11	q	23	del(11)(q23q25)	1107		4	KMT2A+	11	U
11	q	23	del(11)(q23q25)	1602		7	KMT2A+	11	U
11	q	23	del(11)(q23q25)	1802		2		11	U
11	q	23	der(10)ins(10;11)(p12;q23q23)	1108		2		11	U
11	q	23	der(10)t(10;11)(p12;q23)	1108		2		11	U
11	q	23	der(10)t(10;11)(p12;q23)	1109		2		11	U
11	q	23	der(10)t(10;11)(p12;q23)inv(11)(q13q23)	1107		2		11	U
11	q	23	der(10)t(10;11)(p12;q23)inv(11)(q13q23)	1108		7		11	U
11	q	23	der(10)t(10;11)(p12;q23)inv(11)(q13q23)	1109		4		11	U
11	q	23	der(11)t(11;17)(q23;q21)	1802		2		11	U
11	q	23	der(11)t(1;11)(p31;q23)	1702		2		11	U
11	q	23	der(11)t(1;11)(q21;q23)	1020		2		11	U
11	q	23	der(11)t(1;11)(q21;q23)	1101		2		11	U
11	q	23	der(11)t(1;11)(q21;q23)	1501		2		11	U
11	q	23	der(11)t(1;11)(q21;q23)	1602		4		11	U
11	q	23	der(11)t(1;11)(q21;q23)del(11)(q13q23)	1107		2	KMT2A+	11	U
11	q	23	der(11)t(4;11)(q21;q23)	1602		3		11	U
11	q	23	der(11)t(9;11)(p22;q23)	1108		2		11	U
11	q	23	der(14)t(11;14)del(11)(q21q23)	1808		3		11	U
11	q	23	der(1)t(1;11)(q21;q23)t(1;11)(p12;q25)ins(1;11)(p32;q13q23)	1107		2		11	U
11	q	23	der(4)t(4;11)(q12;q23)	1802		2		11	U
11	q	23	der(4)t(4;11)(q21;q23)	1602		9		11	U
11	q	23	der(6)t(6;11)(q27;q23)	1101		2		11	U
11	q	23	der(6)t(6;11)(q27;q23)	1103		2		11	U
11	q	23	der(9)t(9;11)(p21;q23)	1108		2		11	U
11	q	23	der(9)t(9;11)(p22;q23)	1101		2		11	U
11	q	23	der(9)t(9;11)(p22;q23)	1108		2		11	U
11	q	23	dic(5;11)(p14;q23)	3111	0401	2		11	U
11	q	23	dup(11)(q13q23)	1103		3		11	U
11	q	23	dup(11)(q13q23)	1602		2		11	U
11	q	23	dup(11)(q13q23)	1801		3		11	U
11	q	23	dup(11)(q13q23)	1808		2		11	U
11	q	23	dup(11)(q13q23)	1820		5		11	U
11	q	23	dup(11)(q13q23)	1822		4		11	U
11	q	23	dup(11)(q13q23)	3111	0218	2		11	U
11	q	23	dup(11)(q23q13)	1820		5		11	U
11	q	23	dup(11)(q23q23)	1101		2		11	U
11	q	23	dup(11)(q23q23)	1103		2	+KMT2A	11	U
11	q	23	dup(11)(q23q25)	1822		2		11	U
11	q	23	hsr(11)(q23)	1101		2		11	U
11	q	23	hsr(11)(q23)	1103		2		11	U
11	q	23	hsr(11)(q23)	1104		2	+ETS1,+KMT2A,+OPCML	11	U
11	q	23	hsr(11)(q23)	1501		3		11	U
11	q	23	hsr(11)(q23)	1602		2		11	U
11	q	23	ins(10;11)(p11;q23q13)	1108		2	KMT2A+	11	B
11	q	23	ins(10;11)(p12;q23q13)	1102		2	KMT2A/MLLT10	11	B
11	q	23	ins(10;11)(p12;q23q13)	1108		2	KMT2A/MLLT10,KMT2A+	11	B
11	q	23	ins(10;11)(p12;q23q13)	1109		4	KMT2A/MLLT10	11	B
11	q	23	ins(10;11)(p12;q23q13)	1602		2	KMT2A/MLLT10	11	B
11	q	23	ins(10;11)(p12;q23q23)	1108		2	KMT2A/MLLT10,MLLT10/CLP1,KMT2A+	11	B
11	q	23	ins(10;11)(p12;q23q23)	1602		2	KMT2A+,KMT2A/MLLT10	11	B
11	q	23	ins(10;11)(p13;q23q13)	1101		2	KMT2A+	11	B
11	q	23	ins(10;11)(p13;q23q21)	1108		2		11	B
11	q	23	ins(4;11)(q21;q11q23)	1602		2	KMT2A+	11	B
11	q	23	ins(4;11)(q21;q13q23)	1602		3	ATG16L2/KMT2A,KMT2A/AFF1	11	B
11	q	23	ins(4;11)(q21;q23q23)	1602		6	AFF1/DSCAML1,AFF1/FXYD6,DSCAML1/KMT2A,FXYD6/KMT2A,KMT2A/AFF1,KMT2A+,ATG16L2/KMT2A	11	B
11	q	23	inv(11)(p11q23)	1202		2		11	B
11	q	23	inv(11)(p15q23)	1101		4		11	B
11	q	23	inv(11)(p15q23)	1103		2	NUP98/KMT2A,NUP98+	11	B
11	q	23	inv(11)(p15q23)	1104		3	NUP98/KMT2A	11	B
11	q	23	inv(11)(p15q23)	1107		2	KMT2A+	11	B
11	q	23	inv(11)(p15q23)	1602		2		11	B
11	q	23	inv(11)(q21q23)	1602		3	KMT2A/MAML2	11	B
11	q	23	t(10;11)(p11;q23)	1101		5	KMT2A+	11	B
11	q	23	t(10;11)(p11;q23)	1107		5	KMT2A+	11	B
11	q	23	t(10;11)(p11;q23)	1108		3		11	B
11	q	23	t(10;11)(p11;q23)	1109		3	KMT2A+	11	B
11	q	23	t(10;11)(p12;q23)	1102		3	KMT2A/MLLT10	11	B
11	q	23	t(10;11)(p12;q23)	1103		2	KMT2A/MLLT10	11	B
11	q	23	t(10;11)(p12;q23)	1107		3	KMT2A/ABI1,KMT2A/MLLT10,MLLT10/KMT2A	11	B
11	q	23	t(10;11)(p12;q23)	1108		6	KMT2A/MLLT10,KMT2A+,MLLT10/CEP164,MLLT10/KMT2A,MLLT10/PPP2R1B	11	B
11	q	23	t(10;11)(p12;q23)	1109		5	KMT2A/ABI1,KMT2A/MLLT10,KMT2A+	11	B
11	q	23	t(10;11)(p12;q23)	1110		3	KMT2A/ABI1,KMT2A/MLLT10	11	B
11	q	23	t(10;11)(p12;q23)	1602		3	KMT2A/MLLT10	11	B
11	q	23	t(10;11)(p13;q23)	1107		2	KMT2A+	11	B
11	q	23	t(10;11)(p13;q23)	1108		4	KMT2A+	11	B
11	q	23	t(10;11)(p15;q23)	1108		2	KMT2A+	11	B
11	q	23	t(10;11)(q22;q23)	1107		5	KMT2A+	11	B
11	q	23	t(1;11;10)(p32;q23;q24)	1108		2	KMT2A/EPS15,NT5C2/KMT2A	11	B
11	q	23	t(11;12)(q23;q13)	1107		2	KMT2A/SARNP	11	B
11	q	23	t(11;14)(q23;q32)	1103		2	KMT2A/CEP170B	11	B
11	q	23	t(11;14)(q23;q32)	1708		2		11	B
11	q	23	t(11;14)(q23;q32)	1820		4		11	B
11	q	23	t(11;15)(q23;q12)	1107		2		11	B
11	q	23	t(11;15)(q23;q14)	1101		2	KMT2A+	11	B
11	q	23	t(11;15)(q23;q14)	1104		3	KMT2A+,KMT2A/CASC5,KMT2A/ZFYVE19	11	B
11	q	23	t(11;16)(q23;p13)	1101		2	KMT2A/CREBBP,KMT2A/MYH11,KMT2A+	11	B
11	q	23	t(11;16)(q23;p13)	1107		4	KMT2A/CREBBP	11	B
11	q	23	t(11;16)(q23;p13)	1108		3		11	B
11	q	23	t(11;16)(q23;p13)	1302		2	KMT2A/CREBBP	11	B
11	q	23	t(11;16)(q23;p13)	1501		2	KMT2A/CREBBP	11	B
11	q	23	t(11;16)(q23;p13)	1602		3	KMT2A/CREBBP,KMT2A+	11	B
11	q	23	t(11;17)(q23;p13)	1602		2	KMT2A/GAS7,KMT2A+	11	B
11	q	23	t(11;17)(q23;q12)	1109		2	KMT2A/MLLT6	11	B
11	q	23	t(11;17)(q23;q21)	1101		6	KMT2A+,ZBTB16/RARA	11	B
11	q	23	t(11;17)(q23;q21)	1104		2	ZBTB16/RARA	11	B
11	q	23	t(11;17)(q23;q21)	1106		11	ZBTB16/RARA	11	B
11	q	23	t(11;17)(q23;q21)	1107		13	KMT2A+	11	B
11	q	23	t(11;17)(q23;q21)	1108		7	KMT2A+,RARA+	11	B
11	q	23	t(11;17)(q23;q21)	1109		3	KMT2A+	11	B
11	q	23	t(11;17)(q23;q21)	1110		3	KMT2A+	11	B
11	q	23	t(11;17)(q23;q21)	1602		4		11	B
11	q	23	t(11;17)(q23;q25)	1101		5	KMT2A/SEPT9,KMT2A+	11	B
11	q	23	t(11;17)(q23;q25)	1102		2	KMT2A/SEPT9	11	B
11	q	23	t(11;17)(q23;q25)	1103		5	KMT2A/SEPT9,KMT2A+	11	B
11	q	23	t(11;17)(q23;q25)	1104		4	KMT2A/SEPT9,KMT2A+	11	B
11	q	23	t(11;17)(q23;q25)	1107		11	KMT2A/SEPT9,KMT2A+	11	B
11	q	23	t(11;17)(q23;q25)	1108		5	KMT2A/SEPT9	11	B
11	q	23	t(11;17)(q23;q25)	1110		4	KMT2A/SEPT9	11	B
11	q	23	t(11;17)(q23;q25)	1602		3		11	B
11	q	23	t(11;19)(q23;p11)	1602		2	KMT2A+	11	B
11	q	23	t(11;19)(q23;p13)	1010		2	KMT2A+	11	B
11	q	23	t(11;19)(q23;p13)	1020		16	KMT2A/ELL,KMT2A/MLLT1	11	B
11	q	23	t(11;19)(q23;p13)	1101		44	KMT2A/ELL,KMT2A/MLLT1,KMT2A/MYO1F,KMT2A/SH3GL1,KMT2A/VAV1,KMT2A+	11	B
11	q	23	t(11;19)(q23;p13)	1102		6	KMT2A/MLLT1,KMT2A+	11	B
11	q	23	t(11;19)(q23;p13)	1103		20	KMT2A+	11	B
11	q	23	t(11;19)(q23;p13)	1104		22	KMT2A/ELL,KMT2A/MLLT1,KMT2A+	11	B
11	q	23	t(11;19)(q23;p13)	1107		36	KMT2A/ELL,KMT2A/MLLT1,KMT2A+	11	B
11	q	23	t(11;19)(q23;p13)	1108		28	KMT2A/ELL,KMT2A/MLLT1,KMT2A/MYO1F	11	B
11	q	23	t(11;19)(q23;p13)	1109		19	KMT2A/MLLT1,KMT2A+	11	B
11	q	23	t(11;19)(q23;p13)	1110		10	KMT2A/ELL,KMT2A/MLLT1,KMT2A/SUGP2	11	B
11	q	23	t(11;19)(q23;p13)	1112		4	H2AFX/WDR18,WDR18/H2AFX	11	B
11	q	23	t(11;19)(q23;p13)	1202		5	KMT2A+	11	B
11	q	23	t(11;19)(q23;p13)	1203		2		11	B
11	q	23	t(11;19)(q23;p13)	1302		2	KMT2A/ELL,KMT2A+	11	B
11	q	23	t(11;19)(q23;p13)	1501		4	KMT2A/ELL,KMT2A+	11	B
11	q	23	t(11;19)(q23;p13)	1602		138	KMT2A/ELL,KMT2A/MLLT1,KMT2A+	11	B
11	q	23	t(11;19)(q23;p13)	2410		2	KMT2A/MLLT1	11	B
11	q	23	t(11;19)(q23;q13)	1107		2		11	B
11	q	23	t(1;11)(p32;q23)	1020		2	KMT2A/EPS15	11	B
11	q	23	t(1;11)(p32;q23)	1103		2		11	B
11	q	23	t(1;11)(p32;q23)	1107		4	KMT2A/EPS15,KMT2A+	11	B
11	q	23	t(1;11)(p32;q23)	1109		3	KMT2A/EPS15,KMT2A+	11	B
11	q	23	t(1;11)(p32;q23)	1602		18	KMT2A/EPS15,KMT2A+	11	B
11	q	23	t(1;11)(q21;q23)	1101		3	KMT2A/MLLT11,KMT2A+	11	B
11	q	23	t(1;11)(q21;q23)	1103		2	KMT2A/MLLT11	11	B
11	q	23	t(1;11)(q21;q23)	1104		2		11	B
11	q	23	t(1;11)(q21;q23)	1107		13	KMT2A/MLLT11,KMT2A+	11	B
11	q	23	t(1;11)(q21;q23)	1108		5	KMT2A/MLLT11	11	B
11	q	23	t(1;11)(q21;q23)	1110		2	KMT2A+	11	B
11	q	23	t(11;20)(q23;q13)	1602		2		11	B
11	q	23	t(11;22)(q23;q11)	1101		3	KMT2A/SEPT5,KMT2A+	11	B
11	q	23	t(11;22)(q23;q11)	1104		2	KMT2A/SEPT5	11	B
11	q	23	t(11;22)(q23;q11)	1107		3	KMT2A+	11	B
11	q	23	t(11;22)(q23;q11)	5230	0240	2		11	B
11	q	23	t(11;22)(q23;q11)	5230	0902	2		11	B
11	q	23	t(11;22)(q23;q11)	8740	0901	8		11	B
11	q	23	t(11;22)(q23;q11)	8740	1410	7		11	B
11	q	23	t(11;22)(q23;q12)	1107		2		11	B
11	q	23	t(11;22)(q23;q13)	1101		2	KMT2A/EP300	11	B
11	q	23	t(1;19;11)(p36;p13;q23)	1108		3	KMT2A/ELL	11	B
11	q	23	t(2;11)(p21;q23)	1101		7	KMT2A+	11	B
11	q	23	t(2;11)(p21;q23)	1102		3	KMT2A+	11	B
11	q	23	t(2;11)(p21;q23)	1103		2		11	B
11	q	23	t(2;11)(p21;q23)	1104		3		11	B
11	q	23	t(2;11)(p21;q23)	1107		4		11	B
11	q	23	t(2;11)(p21;q23)	1501		3		11	B
11	q	23	t(2;11)(p21;q23)	1505		6		11	B
11	q	23	t(2;11)(p21;q23)	1509		2		11	B
11	q	23	t(2;11)(p21;q23)	1515		2		11	B
11	q	23	t(2;11)(p21;q23)	1521		2		11	B
11	q	23	t(2;11)(p21;q23)	1602		2	KMT2A+	11	B
11	q	23	t(2;11)(q37;q23)	1107		3	KMT2A/SEPT2	11	B
11	q	23	t(2;4;11)(p21;q21;q23)	1602		2		11	B
11	q	23	t(3;11)(q27;q23)	1810		2	BCL6+	11	B
11	q	23	t(4;11;13)(q21;q23;q14)	1602		2		11	B
11	q	23	t(4;11)(q21;q23)	1020		26	KMT2A/AFF1,KMT2A+	11	B
11	q	23	t(4;11)(q21;q23)	1101		8	KMT2A/AFF1,KMT2A/SEPT11	11	B
11	q	23	t(4;11)(q21;q23)	1102		3	KMT2A/AFF1	11	B
11	q	23	t(4;11)(q21;q23)	1103		4	KMT2A/AFF1	11	B
11	q	23	t(4;11)(q21;q23)	1107		10	KMT2A/AFF1	11	B
11	q	23	t(4;11)(q21;q23)	1108		2	KMT2A/AFF1	11	B
11	q	23	t(4;11)(q21;q23)	1109		2		11	B
11	q	23	t(4;11)(q21;q23)	1602		578	AFF1/CCDC84,AFF1/KMT2A,KMT2A/AFF1,KMT2A/SEPT11,KMT2A+	11	B
11	q	23	t(4;11)(q21;q23)	1822		3		11	B
11	q	23	t(5;11)(q31;q23)	1108		2	KMT2A/ARHGAP26	11	B
11	q	23	t(5;11)(q31;q23)	1602		2	KMT2A/AFF4,KMT2A/MATR3,KMT2A+	11	B
11	q	23	t(6;11)(q21;q23)	1101		3		11	B
11	q	23	t(6;11)(q27;q23)	1101		14	KMT2A/MLLT4,KMT2A+	11	B
11	q	23	t(6;11)(q27;q23)	1103		12	KMT2A/MLLT4	11	B
11	q	23	t(6;11)(q27;q23)	1104		5	KMT2A/MLLT4,KMT2A+	11	B
11	q	23	t(6;11)(q27;q23)	1107		30	KMT2A/MLLT4,KMT2A+	11	B
11	q	23	t(6;11)(q27;q23)	1108		14	KMT2A/MLLT4,KMT2A+	11	B
11	q	23	t(6;11)(q27;q23)	1109		13	KMT2A/MLLT4,KMT2A+	11	B
11	q	23	t(6;11)(q27;q23)	1110		13	KMT2A/MLLT4,KMT2A+	11	B
11	q	23	t(6;11)(q27;q23)	1602		11	KMT2A/MLLT4,KMT2A+	11	B
11	q	23	t(6;11)(q27;q23)	1702		2		11	B
11	q	23	t(7;11)(p13;q23)	1820		2		11	B
11	q	23	t(7;11)(q11;q23)	1702		2		11	B
11	q	23	t(9;11)(p21;q23)	1020		4	KMT2A+	11	B
11	q	23	t(9;11)(p21;q23)	1101		4	KMT2A/MLLT3,KMT2A+	11	B
11	q	23	t(9;11)(p21;q23)	1102		3	KMT2A/MLLT3,KMT2A+	11	B
11	q	23	t(9;11)(p21;q23)	1103		5	KMT2A/MLLT3,KMT2A+	11	B
11	q	23	t(9;11)(p21;q23)	1104		5		11	B
11	q	23	t(9;11)(p21;q23)	1107		20	KMT2A/MLLT3,KMT2A+	11	B
11	q	23	t(9;11)(p21;q23)	1108		56	KMT2A/MLLT3,KMT2A+	11	B
11	q	23	t(9;11)(p21;q23)	1109		32	KMT2A/MLLT3,KMT2A+	11	B
11	q	23	t(9;11)(p21;q23)	1110		5	KMT2A/MLLT3,KMT2A+	11	B
11	q	23	t(9;11)(p21;q23)	1113		4	KMT2A/MLLT3,KMT2A+	11	B
11	q	23	t(9;11)(p21;q23)	1602		8	KMT2A/MLLT3	11	B
11	q	23	t(9;11)(p22;q23)	1020		3		11	B
11	q	23	t(9;11)(p22;q23)	1101		50		11	B
11	q	23	t(9;11)(p22;q23)	1102		6		11	B
11	q	23	t(9;11)(p22;q23)	1103		21		11	B
11	q	23	t(9;11)(p22;q23)	1104		9		11	B
11	q	23	t(9;11)(p22;q23)	1107		36		11	B
11	q	23	t(9;11)(p22;q23)	1108		101		11	B
11	q	23	t(9;11)(p22;q23)	1109		43		11	B
11	q	23	t(9;11)(p22;q23)	1110		13		11	B
11	q	23	t(9;11)(p22;q23)	1113		2		11	B
11	q	23	t(9;11)(p22;q23)	1202		3	KMT2A+	11	B
11	q	23	t(9;11)(p22;q23)	1302		3	KMT2A+	11	B
11	q	23	t(9;11)(p22;q23)	1501		3		11	B
11	q	23	t(9;11)(p22;q23)	1505		2		11	B
11	q	23	t(9;11)(p22;q23)	1602		25		11	B
11	q	23	t(9;11)(q21;q23)	1108		2		11	B
11	q	23	t(9;11)(q22;q23)	1108		2	KMT2A+	11	B
11	q	23	t(X;11)(q13;q23)	1107		2	KMT2A/FOXO4	11	B
11	q	23	t(X;11)(q22;q23)	1104		2	KMT2A+	11	B
11	q	24	add(11)(q24)	1101		3		11	U
11	q	24	add(11)(q24)	1103		2		11	U
11	q	24	add(11)(q24)	1107		3		11	U
11	q	24	add(11)(q24)	1509		2		11	U
11	q	24	add(11)(q24)	1602		6		11	U
11	q	24	add(11)(q24)	1702		4		11	U
11	q	24	add(11)(q24)	1810		2		11	U
11	q	24	add(11)(q24)	1822		4		11	U
11	q	24	add(11)(q24)	1906		2		11	U
11	q	24	add(11)(q24)	6011	0810	2		11	U
11	q	24	add(11)(q24)	8740	0901	2		11	U
11	q	24	del(11)(q13q24)	1507		2		11	U
11	q	24	del(11)(q13q24)	1802		3		11	U
11	q	24	del(11)(q14q24)	1602		3		11	U
11	q	24	del(11)(q14q24)	1802		8		11	U
11	q	24	del(11)(q21q24)	1802		5		11	U
11	q	24	del(11)(q22q24)	1104		2		11	U
11	q	24	del(11)(q22q24)	1108		2		11	U
11	q	24	del(11)(q22q24)	1802		5		11	U
11	q	24	del(11)(q23q24)	1109		2		11	U
11	q	24	del(11)(q23q24)	1602		2	KMT2A+	11	U
11	q	24	del(11)(q24)	1101		3	KMT2A/DCPS,KMT2A/TIRAP	11	U
11	q	24	del(11)(q24)	1501		2		11	U
11	q	24	del(11)(q24)	1802		2		11	U
11	q	24	del(11)(q24)	1814		2		11	U
11	q	24	der(11)t(11;21)(q24;q11)	1505		2		11	U
11	q	24	der(11)t(11;22)(q24;q12)	8740	0901	2		11	U
11	q	24	der(14)t(11;14)(q24;q32)	1602		3		11	U
11	q	24	dup(11)(q21q24)	1820		2		11	U
11	q	24	t(11;14)(q24;q32)	1602		2	IGH/MIR125B1	11	B
11	q	24	t(11;22)(q24;q11)	8740	0901	2		11	B
11	q	24	t(11;22)(q24;q11)	8740	0902	2		11	B
11	q	24	t(11;22)(q24;q12)	5230	0240	4		11	B
11	q	24	t(11;22)(q24;q12)	5230	0902	6		11	B
11	q	24	t(11;22)(q24;q12)	8740	0107	2	EWSR1/FLI1	11	B
11	q	24	t(11;22)(q24;q12)	8740	0140	7		11	B
11	q	24	t(11;22)(q24;q12)	8740	0218	2	EWSR1/FLI1	11	B
11	q	24	t(11;22)(q24;q12)	8740	0240	2		11	B
11	q	24	t(11;22)(q24;q12)	8740	0301	6	EWSR1/FLI1	11	B
11	q	24	t(11;22)(q24;q12)	8740	0801	2	EWSR1/FLI1	11	B
11	q	24	t(11;22)(q24;q12)	8740	0901	229	EWSR1/FLI1,EWSR1+	11	B
11	q	24	t(11;22)(q24;q12)	8740	0902	26	EWSR1/FLI1,EWSR1+	11	B
11	q	24	t(11;22)(q24;q12)	8740	1410	6	EWSR1/FLI1,EWSR1+	11	B
11	q	24	t(11;22)(q24;q13)	8740	0901	2		11	B
11	q	24	t(2;11;22)(q11;q24;q12)	8740	0901	2		11	B
11	q	24	t(9;11)(p22;q24)	1108		2		11	B
11	q	24	t(9;11)(p22;q24)	1109		2		11	B
11	q	25	add(11)(q25)	1101		7		11	U
11	q	25	add(11)(q25)	1102		3		11	U
11	q	25	add(11)(q25)	1104		3		11	U
11	q	25	add(11)(q25)	1108		2		11	U
11	q	25	add(11)(q25)	1602		5		11	U
11	q	25	add(11)(q25)	1702		7		11	U
11	q	25	add(11)(q25)	1801		5		11	U
11	q	25	add(11)(q25)	1802		3		11	U
11	q	25	add(11)(q25)	1808		2		11	U
11	q	25	add(11)(q25)	1810		3		11	U
11	q	25	add(11)(q25)	1820		9		11	U
11	q	25	add(11)(q25)	1822		5		11	U
11	q	25	add(11)(q25)	1835		2		11	U
11	q	25	add(11)(q25)	1926		5		11	U
11	q	25	add(11)(q25)	3104	0107	2		11	U
11	q	25	add(11)(q25)	3111	0107	3		11	U
11	q	25	add(11)(q25)	3111	0301	3		11	U
11	q	25	add(11)(q25)	3111	0401	2		11	U
11	q	25	add(11)(q25)	3111	0501	4		11	U
11	q	25	add(11)(q25)	3121	0105	2		11	U
11	q	25	add(11)(q25)	3903	0601	6		11	U
11	q	25	add(11)(q25)	3905	0601	2		11	U
11	q	25	add(11)(q25)	5213	0703	3		11	U
11	q	25	add(11)(q25)	6011	0810	2		11	U
11	q	25	add(11)(q25)	8541	0902	2		11	U
11	q	25	add(11)(q25)	8743	0901	2		11	U
11	q	25	del(11)(q13q25)	1602		3		11	U
11	q	25	del(11)(q14q25)	1602		5		11	U
11	q	25	del(11)(q14q25)	1802		3		11	U
11	q	25	del(11)(q21q25)	1101		2		11	U
11	q	25	del(11)(q21q25)	1802		8		11	U
11	q	25	del(11)(q22q25)	1602		5		11	U
11	q	25	del(11)(q22q25)	5213	0703	2		11	U
11	q	25	del(11)(q23q25)	1101		2		11	U
11	q	25	del(11)(q23q25)	1107		4	KMT2A+	11	U
11	q	25	del(11)(q23q25)	1602		7	KMT2A+	11	U
11	q	25	del(11)(q23q25)	1802		2		11	U
11	q	25	der(11)add(11)(p15)add(11)(q25)	8541	0902	2		11	U
11	q	25	der(1)t(1;11)(q21;q23)t(1;11)(p12;q25)ins(1;11)(p32;q13q23)	1107		2		11	U
11	q	25	der(7;11)ins(7;11)(p14;p11q25)t(7;11)(p22;p11)	1202		2		11	U
11	q	25	dup(11)(q11q25)	3111	0401	2		11	U
11	q	25	dup(11)(q13q25)	1801		2		11	U
11	q	25	dup(11)(q13q25)	1808		2		11	U
11	q	25	dup(11)(q13q25)	1810		2		11	U
11	q	25	dup(11)(q13q25)	1820		2		11	U
11	q	25	dup(11)(q23q25)	1822		2		11	U
11	q	25	inv(11)(q21q25)	3111	0401	2		11	B
11	q	25	r(11)(p15q25)	8734	0901	2		11	U
11	q	25	r(11)(p15q25)	8804	0801	2		11	U
11	q	25	tas(11;19)(q25;q13)	8734	0901	2		11	B
12	p	10	i(12)(p10)	1101		3		12	U
12	p	10	i(12)(p10)	1104		2		12	U
12	p	10	i(12)(p10)	1113		4		12	U
12	p	10	i(12)(p10)	1702		2		12	U
12	p	10	i(12)(p10)	1822		2		12	U
12	p	10	i(12)(p10)	1835		2		12	U
12	p	10	i(12)(p10)	3102	0218	2		12	U
12	p	10	i(12)(p10)	3111	0216	2		12	U
12	p	10	i(12)(p10)	3111	0227	5		12	U
12	p	10	i(12)(p10)	3111	0401	2		12	U
12	p	10	i(12)(p10)	3111	0501	3		12	U
12	p	10	i(12)(p10)	3121	0212	2		12	U
12	p	10	i(12)(p10)	3901	0140	4		12	U
12	p	10	i(12)(p10)	3901	0902	2		12	U
12	p	10	i(12)(p10)	3902	0140	2		12	U
12	p	10	i(12)(p10)	3902	0501	3		12	U
12	p	10	i(12)(p10)	3902	0601	48		12	U
12	p	10	i(12)(p10)	3903	0140	6		12	U
12	p	10	i(12)(p10)	3903	0501	5		12	U
12	p	10	i(12)(p10)	3903	0601	116		12	U
12	p	10	i(12)(p10)	3905	0140	2		12	U
12	p	10	i(12)(p10)	3905	0501	2		12	U
