Distance	DGR_ID
1200465	NZ_JXDL01000001.1
1199097	NZ_JXDL01000001.1
1151866	NZ_JXDL01000001.1
1044725	NZ_JXDL01000001.1
993427	NZ_JXDL01000001.1
822106	NZ_JXDL01000001.1
795816	NZ_JXDL01000001.1
573241	NZ_JXDL01000001.1
573067	NZ_JXDL01000001.1
552041	NZ_JXDL01000001.1
516232	NZ_JXDL01000001.1
411530	NZ_JXDL01000001.1
399730	NZ_JXDL01000001.1
391184	NZ_JXDL01000001.1
322780	NZ_JXDL01000001.1
292338	NZ_JXDL01000001.1
146713	NZ_JXDL01000001.1
134151	NZ_JXDL01000001.1
96507	NZ_JXDL01000001.1
22424	NZ_JXDL01000001.1
354025	NZ_JXDL01000001.1
616733	NZ_JXDL01000001.1
623672	NZ_JXDL01000001.1
643580	NZ_JXDL01000001.1
643697	NZ_JXDL01000001.1
702310	NZ_JXDL01000001.1
702319	NZ_JXDL01000001.1
702325	NZ_JXDL01000001.1
711340	NZ_JXDL01000001.1
867293	NZ_JXDL01000001.1
926830	NZ_JXDL01000001.1
1343306	NZ_JXDL01000001.1
1372270	NZ_JXDL01000001.1
1416773	NZ_JXDL01000001.1
1428817	NZ_JXDL01000001.1
1481729	NZ_JXDL01000001.1
1488672	NZ_JXDL01000001.1
1493378	NZ_JXDL01000001.1
1523193	NZ_JXDL01000001.1
1593961	NZ_JXDL01000001.1
1627809	NZ_JXDL01000001.1
1683211	NZ_JXDL01000001.1
1738672	NZ_JXDL01000001.1
1839291	NZ_JXDL01000001.1
1948889	NZ_JXDL01000001.1
1951820	NZ_JXDL01000001.1
2209937	NZ_JXDL01000001.1
2268114	NZ_JXDL01000001.1
2283048	NZ_JXDL01000001.1
2291063	NZ_JXDL01000001.1
2313192	NZ_JXDL01000001.1
2360173	NZ_JXDL01000001.1
2434166	NZ_JXDL01000001.1
2517205	NZ_JXDL01000001.1
2531412	NZ_JXDL01000001.1
2612851	NZ_JXDL01000001.1
2841848	NZ_JXDL01000001.1
2972123	NZ_JXDL01000001.1
3101132	NZ_JXDL01000001.1
3222614	NZ_JXDL01000001.1
3242710	NZ_JXDL01000001.1
3343342	NZ_JXDL01000001.1
3439576	NZ_JXDL01000001.1
3439597	NZ_JXDL01000001.1
3440371	NZ_JXDL01000001.1
3442945	NZ_JXDL01000001.1
3582837	NZ_JXDL01000001.1
3583199	NZ_JXDL01000001.1
3584997	NZ_JXDL01000001.1
3587579	NZ_JXDL01000001.1
3616797	NZ_JXDL01000001.1
3675059	NZ_JXDL01000001.1
3715329	NZ_JXDL01000001.1
3751226	NZ_JXDL01000001.1
3766086	NZ_JXDL01000001.1
3838128	NZ_JXDL01000001.1
4163337	NZ_JXDL01000001.1
209	NZ_BCVW01000039.1
561	NZ_LOBR01000032.1
9320	NZ_BCYO01000003.1
1310	NZ_BCYO01000003.1
736	NZ_BCYO01000003.1
1147	NZ_CP015036.1
653	NZ_CP015036.1
366486	NZ_CP015036.1
366980	NZ_CP015036.1
367633	NZ_CP015036.1
639156	NZ_CP015098.1
63	NZ_LMUC01000012.1
63	NZ_LMUC01000012.1
1629	NZ_LMUC01000012.1
1071	NZ_LMUC01000012.1
1332	NZ_LMUC01000012.1
1380	NZ_CP015377.1
687	NZ_CP015377.1
1473637	NZ_CP015286.1
5093586	NZ_CP011789.1
5096546	NZ_CP011789.1
2493981	NZ_CP011789.1
1683385	NZ_CP011789.1
609426	NZ_CP011789.1
6140	NZ_LUCV01000049.1
1392	NZ_LUCV01000049.1
680	NZ_LUCV01000049.1
2741396	NZ_CP015600.1
2742068	NZ_CP015600.1
2742180	NZ_CP015600.1
1402	NZ_CP015600.1
705	NZ_CP015600.1
27746	NZ_LVVY01000130.1
565	NZ_LVVY01000130.1
252	NZ_LBCW01000293.1
250	NZ_LYTJ01000023.1
940	NZ_LZKU01000029.1
1158	NZ_LXGI01000065.1
669	NZ_LXGI01000065.1
680	NZ_MACM02000141.1
1101	NZ_LZPD01000004.1
643	NZ_LZPD01000004.1
10705	NZ_LYXZ01000005.1
1946	NZ_MAQB02000001.1
1060	NZ_MAQB02000001.1
661	NZ_MAQB02000001.1
217628	NZ_MAQB02000001.1
36174	NZ_CP015399.1
672	NZ_CP015399.1
1133836	NZ_CP015400.1
873	NZ_MAKC01000082.1
1101	NZ_MANU01000020.1
643	NZ_MANU01000020.1
493	NZ_MAVV01000019.1
2292902	NZ_CP015639.1
503	NZ_MDTQ01000001.1
2950	NZ_LXEM01000017.1
581	NZ_LXEM01000017.1
254	NZ_MEHD01000054.1
975257	NZ_CP016501.1
1374684	NZ_MCAU02000001.1
3184	NZ_LRHX01000019.1
1060	NZ_LRHX01000019.1
661	NZ_LRHX01000019.1
1674102	NZ_CP016043.1
566	NZ_CP017603.1
1995	NZ_MKIE01000002.1
903041	NZ_MDRX01000001.1
601199	NZ_MDRX01000001.1
3979073	NZ_MDRX01000001.1
4413407	NZ_MDRX01000001.1
2623159	NZ_MDRX01000001.1
2170657	NZ_MDRX01000001.1
1894787	NZ_MDRX01000001.1
255934	NZ_MDRX01000001.1
859066	NZ_MDRX01000001.1
1889387	NZ_CP017457.1
2059413	NZ_CP017457.1
537	NZ_BDJF01000025.1
383651	NZ_LFBV01000001.1
1094701	NZ_LFBV01000001.1
9530	NZ_CP018812.1
1127	NZ_CP018812.1
645	NZ_CP018812.1
18553	NZ_MSKU01000005.1
1651	NZ_MQTZ01000033.1
1069	NZ_MQTZ01000033.1
2353	NZ_MJIG01000004.1
1151	NZ_CP019038.1
668	NZ_CP019038.1
483	NZ_CP019038.1
1364	NZ_MSXV01000023.1
689	NZ_MSXV01000023.1
1416	NZ_CP019082.1
6272	NZ_MJMP01000019.1
1124	NZ_MJMP01000019.1
677	NZ_MJMP01000019.1
546	NZ_MUEV01000001.1
1730	NZ_CP019633.1
1223	NZ_MUNV01000026.1
635	NZ_MUNV01000026.1
2066196	NZ_CP016372.1
2088592	NZ_CP016372.1
1190	NZ_CP016372.1
981169	NZ_CP019781.1
567609	NZ_CP019781.1
3062877	NZ_CP019402.1
187533	NZ_CP019402.1
1560	NZ_MTAY01000027.1
1095	NZ_MTAY01000027.1
632	NZ_MTAY01000027.1
1128	NZ_FCOX02000004.1
642	NZ_FCOX02000004.1
705	NZ_FKLB01000057.1
205	NZ_LT574835.1
534	NZ_FLOB01000002.1
687277	NZ_LT594621.1
1123	NZ_FNKP01000002.1
638	NZ_FNKP01000002.1
1383	NZ_FNAE01000006.1
691	NZ_FNAE01000006.1
557	NZ_FNAY01000020.1
576	NZ_FNJQ01000002.1
723	NZ_FNJQ01000004.1
168	NZ_FNVY01000004.1
8106	NZ_FNTS01000002.1
7803	NZ_FNTS01000002.1
7500	NZ_FNTS01000002.1
7200	NZ_FNTS01000002.1
6900	NZ_FNTS01000002.1
6600	NZ_FNTS01000002.1
6300	NZ_FNTS01000002.1
6000	NZ_FNTS01000002.1
5700	NZ_FNTS01000002.1
5400	NZ_FNTS01000002.1
5100	NZ_FNTS01000002.1
4800	NZ_FNTS01000002.1
4500	NZ_FNTS01000002.1
4200	NZ_FNTS01000002.1
3900	NZ_FNTS01000002.1
3600	NZ_FNTS01000002.1
3300	NZ_FNTS01000002.1
3000	NZ_FNTS01000002.1
2700	NZ_FNTS01000002.1
2400	NZ_FNTS01000002.1
2100	NZ_FNTS01000002.1
1800	NZ_FNTS01000002.1
1500	NZ_FNTS01000002.1
1200	NZ_FNTS01000002.1
900	NZ_FNTS01000002.1
600	NZ_FNTS01000002.1
300	NZ_FNTS01000002.1
7206	NZ_FNTS01000002.1
6903	NZ_FNTS01000002.1
6600	NZ_FNTS01000002.1
6300	NZ_FNTS01000002.1
6000	NZ_FNTS01000002.1
5700	NZ_FNTS01000002.1
5400	NZ_FNTS01000002.1
5100	NZ_FNTS01000002.1
4800	NZ_FNTS01000002.1
4500	NZ_FNTS01000002.1
4200	NZ_FNTS01000002.1
3900	NZ_FNTS01000002.1
3600	NZ_FNTS01000002.1
3300	NZ_FNTS01000002.1
3000	NZ_FNTS01000002.1
2700	NZ_FNTS01000002.1
2400	NZ_FNTS01000002.1
2100	NZ_FNTS01000002.1
1800	NZ_FNTS01000002.1
1500	NZ_FNTS01000002.1
1200	NZ_FNTS01000002.1
900	NZ_FNTS01000002.1
600	NZ_FNTS01000002.1
300	NZ_FNTS01000002.1
300	NZ_FNTS01000002.1
900	NZ_FNTS01000002.1
1200	NZ_FNTS01000002.1
6003	NZ_FNTS01000002.1
5700	NZ_FNTS01000002.1
5400	NZ_FNTS01000002.1
5100	NZ_FNTS01000002.1
4800	NZ_FNTS01000002.1
4500	NZ_FNTS01000002.1
4200	NZ_FNTS01000002.1
3900	NZ_FNTS01000002.1
3600	NZ_FNTS01000002.1
3300	NZ_FNTS01000002.1
3000	NZ_FNTS01000002.1
2700	NZ_FNTS01000002.1
2400	NZ_FNTS01000002.1
2100	NZ_FNTS01000002.1
1800	NZ_FNTS01000002.1
1500	NZ_FNTS01000002.1
1200	NZ_FNTS01000002.1
900	NZ_FNTS01000002.1
600	NZ_FNTS01000002.1
300	NZ_FNTS01000002.1
300	NZ_FNTS01000002.1
600	NZ_FNTS01000002.1
900	NZ_FNTS01000002.1
1200	NZ_FNTS01000002.1
1800	NZ_FNTS01000002.1
2100	NZ_FNTS01000002.1
4500	NZ_FNTS01000002.1
4200	NZ_FNTS01000002.1
3600	NZ_FNTS01000002.1
3300	NZ_FNTS01000002.1
3000	NZ_FNTS01000002.1
2700	NZ_FNTS01000002.1
2400	NZ_FNTS01000002.1
2100	NZ_FNTS01000002.1
1800	NZ_FNTS01000002.1
1200	NZ_FNTS01000002.1
900	NZ_FNTS01000002.1
600	NZ_FNTS01000002.1
300	NZ_FNTS01000002.1
300	NZ_FNTS01000002.1
600	NZ_FNTS01000002.1
900	NZ_FNTS01000002.1
1200	NZ_FNTS01000002.1
1500	NZ_FNTS01000002.1
1800	NZ_FNTS01000002.1
2100	NZ_FNTS01000002.1
2400	NZ_FNTS01000002.1
3000	NZ_FNTS01000002.1
3300	NZ_FNTS01000002.1
3306	NZ_FNTS01000002.1
3003	NZ_FNTS01000002.1
2700	NZ_FNTS01000002.1
2400	NZ_FNTS01000002.1
2100	NZ_FNTS01000002.1
1800	NZ_FNTS01000002.1
1500	NZ_FNTS01000002.1
1200	NZ_FNTS01000002.1
900	NZ_FNTS01000002.1
600	NZ_FNTS01000002.1
300	NZ_FNTS01000002.1
300	NZ_FNTS01000002.1
600	NZ_FNTS01000002.1
900	NZ_FNTS01000002.1
1200	NZ_FNTS01000002.1
1500	NZ_FNTS01000002.1
1800	NZ_FNTS01000002.1
2100	NZ_FNTS01000002.1
2400	NZ_FNTS01000002.1
2700	NZ_FNTS01000002.1
3000	NZ_FNTS01000002.1
3300	NZ_FNTS01000002.1
3600	NZ_FNTS01000002.1
3900	NZ_FNTS01000002.1
4200	NZ_FNTS01000002.1
4800	NZ_FNTS01000002.1
5100	NZ_FNTS01000002.1
2706	NZ_FNTS01000002.1
2403	NZ_FNTS01000002.1
2100	NZ_FNTS01000002.1
1800	NZ_FNTS01000002.1
1500	NZ_FNTS01000002.1
1200	NZ_FNTS01000002.1
900	NZ_FNTS01000002.1
600	NZ_FNTS01000002.1
300	NZ_FNTS01000002.1
300	NZ_FNTS01000002.1
600	NZ_FNTS01000002.1
900	NZ_FNTS01000002.1
1200	NZ_FNTS01000002.1
1500	NZ_FNTS01000002.1
1800	NZ_FNTS01000002.1
2100	NZ_FNTS01000002.1
2400	NZ_FNTS01000002.1
2700	NZ_FNTS01000002.1
3000	NZ_FNTS01000002.1
3300	NZ_FNTS01000002.1
3600	NZ_FNTS01000002.1
3900	NZ_FNTS01000002.1
4200	NZ_FNTS01000002.1
4500	NZ_FNTS01000002.1
4800	NZ_FNTS01000002.1
5400	NZ_FNTS01000002.1
5700	NZ_FNTS01000002.1
19403	NZ_FOFM01000005.1
901114	NZ_FOGN01000001.1
261361	NZ_FOIB01000002.1
855	NZ_FOLF01000007.1
42	NZ_FPBL01000002.1
84	NZ_FPBL01000002.1
182019	NZ_FPIP01000002.1
822	NZ_FPKO01000009.1
2028646	NZ_LT635801.1
2028785	NZ_LT635801.1
328	NZ_LT635801.1
336	NZ_LT669940.1
715	NZ_LT669941.1
339	NZ_LT669941.1
376	NZ_LT669941.1
339	NZ_LT669941.1
882269	NZ_FSQX01000001.1
577	NZ_FQUY01000025.1
304785	NZ_LT670820.1
201	NZ_FVTJ01000021.1
7014827	NZ_LT670844.1
563	NZ_FQZM01000064.1
253	NZ_FQZY01000020.1
601	NZ_FRAE01000037.1
1333	NZ_FRAX01000005.1
3495	NZ_FRAX01000005.1
2281	NZ_FRBE01000005.1
285	NZ_FRDH01000008.1
36428	NZ_FRFD01000007.1
659	NZ_FRFD01000007.1
489	NZ_FTMY01000007.1
1162	NZ_FTMY01000007.1
673	NZ_FTMY01000007.1
558	NZ_FTOG01000012.1
1200	NZ_FUWU01000058.1
1548	NZ_FUZV01000001.1
1106	NZ_FUZV01000001.1
643	NZ_FUZV01000001.1
1834	NZ_FWCH01000012.1
200	ERR1730257_scaffold39104
215	ERR1730266_C12402965
2140	ERR1730267_scaffold8961
771	ERR1730269_scaffold40424
320	ERR1730270_C21331828
192	ERR1730271_scaffold31951
627	ERR1730271_C15174950
268	ERR1730271_C15186662
268	ERR1730271_C15186662
259	ERR1730257_C10044608
215	ERR1730273_C14094864
241	ERR1730276_C14584533
739	ERR1730276_C14589353
695	ERR1730279_C10135318
312	ERR1730265_C8953451
228	ERR1730265_C8965809
1970	SRS011134_Baylor_scaffold_29667
229	SRS011239_Baylor_scaffold_4178
1976	SRS011239_Baylor_scaffold_9817
892	SRS011239_Baylor_scaffold_20665
666	SRS011239_Baylor_scaffold_29301
807	SRS011243_Baylor_scaffold_48301
378	SRS011302_Baylor_scaffold_6243
283	SRS011302_Baylor_scaffold_6243
149	SRS011302_Baylor_scaffold_18868
563	SRS011306_Baylor_scaffold_58376
686	C4772571
214	SRS011586_WUGC_scaffold_7434
562	SRS011586_WUGC_scaffold_10335
358	SRS011586_WUGC_scaffold_18705
94	SRS012273_Baylor_scaffold_8246
2033	SRS012273_Baylor_scaffold_8246
2127	SRS012273_Baylor_scaffold_8246
649	SRS012273_Baylor_scaffold_34301
1959	SRS012273_Baylor_scaffold_36765
647	SRS013476_Baylor_scaffold_6811
234	SRS013687_Baylor_scaffold_21615
27179	SRS013687_Baylor_scaffold_21809
708	SRS013687_Baylor_scaffold_21809
562	C1876891
644	SRS013951_WUGC_scaffold_8022
179	SRS013951_WUGC_scaffold_8981
23101	SRS013951_WUGC_scaffold_8981
22998	SRS013951_WUGC_scaffold_8981
22898	SRS013951_WUGC_scaffold_8981
2165	SRS013951_WUGC_scaffold_8981
816	SRS013951_WUGC_scaffold_15927
720	SRS013951_WUGC_scaffold_15927
227	SRS013951_WUGC_scaffold_47656
1124	SRS013951_WUGC_scaffold_64263
507	SRS013951_WUGC_scaffold_64263
64617	SRS014235_WUGC_scaffold_833
215	SRS014235_WUGC_scaffold_833
268	SRS014235_WUGC_scaffold_9135
8449	SRS014235_WUGC_scaffold_22079
563	SRS014235_WUGC_scaffold_45837
2736	SRS014235_WUGC_scaffold_70569
876	SRS014235_WUGC_scaffold_70569
40142	SRS014235_WUGC_scaffold_99120
56189	SRS014235_WUGC_scaffold_119803
149	SRS014235_WUGC_scaffold_119803
241	SRS014287_WUGC_scaffold_38207
335	SRS014459_WUGC_scaffold_14203
737	SRS014459_WUGC_scaffold_17576
644	SRS014459_WUGC_scaffold_17576
93	SRS014459_WUGC_scaffold_17576
677	SRS014459_WUGC_scaffold_31762
15704	SRS014459_WUGC_scaffold_31762
295	SRS014459_WUGC_scaffold_87987
621	SRS014459_WUGC_scaffold_93499
509	C2697151
1440	SRS014613_WUGC_scaffold_3234
679	SRS014613_WUGC_scaffold_3983
1933	SRS014613_WUGC_scaffold_25426
1004	SRS014613_WUGC_scaffold_26360
265	SRS014683_WUGC_scaffold_22791
1814	SRS014683_WUGC_scaffold_30844
2214	SRS014923_WUGC_scaffold_51758
549	SRS014923_WUGC_scaffold_59580
238	SRS014979_WUGC_scaffold_34243
1131	SRS015133_WUGC_scaffold_33140
509	SRS015133_WUGC_scaffold_33140
1821	SRS015133_WUGC_scaffold_40856
254	SRS015190_WUGC_scaffold_9329
278	SRS015190_WUGC_scaffold_24113
39028	SRS015217_WUGC_scaffold_6606
38944	SRS015217_WUGC_scaffold_6606
764	SRS015217_WUGC_scaffold_6606
679	SRS015217_WUGC_scaffold_6606
626	SRS015217_WUGC_scaffold_12599
630	C2391720
882	SRS015264_WUGC_scaffold_13179
787	SRS015264_WUGC_scaffold_13179
633	SRS015264_WUGC_scaffold_57793
294	SRS015264_WUGC_scaffold_66109
218	SRS015578_WUGC_scaffold_31117
2230	SRS015663_WUGC_scaffold_27774
815	SRS015663_WUGC_scaffold_46419
655	C3121131
141	SRS015782_WUGC_scaffold_28253
1629	SRS015782_WUGC_scaffold_40748
24583	SRS015893_WUGC_scaffold_42257
233	SRS015893_WUGC_scaffold_42257
1582	C3531371
269	SRS015960_WUGC_scaffold_18811
15934	SRS016018_WUGC_scaffold_5573
1819	SRS016018_WUGC_scaffold_12973
372	SRS016018_WUGC_scaffold_20700
316	SRS016086_WUGC_scaffold_26885
1410	SRS016095_WUGC_scaffold_7254
1410	SRS016095_WUGC_scaffold_7254
646	SRS016095_WUGC_scaffold_16169
292	SRS016095_WUGC_scaffold_35851
690	C1587581
1992	SRS016335_WUGC_scaffold_5786
397	SRS016335_WUGC_scaffold_32876
397	SRS016335_WUGC_scaffold_32876
657	SRS017191_Baylor_scaffold_11226
222	C1746428
188	C1825501
1461	SRS017521_Baylor_scaffold_11741
38564	SRS017701_Baylor_scaffold_11281
35636	SRS017701_Baylor_scaffold_11281
545	SRS017701_Baylor_scaffold_11281
848	SRS017701_Baylor_scaffold_17293
395	SRS017821_Baylor_scaffold_7037
28521	SRS018351_Baylor_scaffold_1004
28444	SRS018351_Baylor_scaffold_1004
1992	SRS018351_Baylor_scaffold_1004
2097	SRS018351_Baylor_scaffold_1004
238	SRS018427_Baylor_scaffold_441
1221	SRS018739_WUGC_scaffold_59882
277	SRS019030_Baylor_scaffold_39776
1232	SRS019161_WUGC_scaffold_62155
1166	SRS019161_WUGC_scaffold_62155
1600	SRS019582_WUGC_scaffold_9518
1444	SRS019582_WUGC_scaffold_9518
269	SRS019582_WUGC_scaffold_36692
216	SRS019582_WUGC_scaffold_36692
233	C3121827
694	SRS019787_WUGC_scaffold_25006
261	SRS019787_WUGC_scaffold_26812
626	SRS019910_WUGC_scaffold_5688
290	C2114308
2286	C4249812
1098	C4259500
506	C4259500
214	SRS020328_Baylor_scaffold_6632
1090	SRS020328_Baylor_scaffold_37240
3253	SRS020869_Baylor_scaffold_3601
613	C2197865
509	C2204032
731	C2209030
700	C2209444
295	C3046355
2149	SRS022137_WUGC_scaffold_21834
600	SRS022137_WUGC_scaffold_28203
669	SRS022524_Baylor_scaffold_12009
2134	SRS022524_Baylor_scaffold_69898
729	SRS022609_Baylor_scaffold_19029
935	SRS022609_Baylor_scaffold_27140
562	SRS022609_Baylor_scaffold_55782
660	SRS022609_Baylor_scaffold_56409
320	SRS022609_Baylor_scaffold_90461
720	SRS023526_Baylor_scaffold_6887
259	C3189776
632	SRS023604_Baylor_scaffold_9683
401	SRS023914_Baylor_scaffold_3863
2057	SRS023914_Baylor_scaffold_4680
675	SRS024075_LANL_scaffold_2734
714	SRS024132_Baylor_scaffold_11143
239	SRS043411_WUGC_scaffold_28490
368	SRS043701_LANL_scaffold_20843
606	SRS045004_LANL_scaffold_8106
375	SRS045004_LANL_scaffold_29195
202	SRS045713_WUGC_scaffold_5667
250	C3206610
610	SRS047044_WUGC_scaffold_29536
743	SRS048164_WUGC_scaffold_24970
215	C2350512
209	C2350512
892	C2358200
1218	SRS048870_WUGC_scaffold_8930
1134	SRS048870_WUGC_scaffold_8930
1209	SRS048870_WUGC_scaffold_26562
390	SRS049164_WUGC_scaffold_88738
96	SRS049900_LANL_scaffold_781
675	SRS049959_WUGC_scaffold_2163
570	SRS049959_WUGC_scaffold_31150
570	SRS049959_WUGC_scaffold_31150
101617	SRS049995_LANL_scaffold_11689
381	SRS049995_LANL_scaffold_39136
185	SRS050299_LANL_scaffold_5926
803	SRS050299_LANL_scaffold_23470
201	SRS050299_LANL_scaffold_23554
657	SRS050422_LANL_scaffold_42845
510	SRS050422_LANL_scaffold_71829
199	SRS050422_LANL_scaffold_95223
26990	SRS050422_LANL_scaffold_95223
546	SRS050422_LANL_scaffold_95410
197	SRS050752_LANL_scaffold_13312
267	SRS050925_LANL_scaffold_63133
263	SRS051031_LANL_scaffold_8810
1808	SRS051791_LANL_scaffold_29667
12967	SRS051882_Baylor_scaffold_2613
645	SRS052027_LANL_scaffold_4315
624	C1905524
631	SRS052697_LANL_scaffold_75585
1431	SRS053603_LANL_scaffold_49461
8084	SRS054590_LANL_scaffold_1726
642	SRS054956_LANL_scaffold_45565
1110	SRS063985_LANL_scaffold_18440
27942	SRS064276_LANL_scaffold_69271
356	SRS065504_LANL_scaffold_31136
47291	SRS077730_LANL_scaffold_668
799	SRS077730_LANL_scaffold_668
58307	SRS078176_LANL_scaffold_6356
99522	SRS078176_LANL_scaffold_6356
743	SRS078176_LANL_scaffold_28758
287	SRS011084_6339
1112	SRS011084_27735
510	SRS011084_27735
1989	SRS011084_37733
412	SRS012849_3981
1974	SRS012849_11094
323	SRS012849_18914
750	SRS012849_30303
37337	SRS012849_35874
169	SRS012849_35874
37168	SRS012849_35874
169	SRS012849_35874
26522	SRS012969_6631
354	SRS012969_22975
342	SRS012969_40859
1604	SRS013098_4303
1720	SRS013098_44570
258	SRS013098_44570
515	SRS013098_44570
1978	SRS013098_44570
515	SRS013098_44570
26887	SRS013638_17921
1676	SRS013638_18165
585	SRS013638_18165
1091	SRS013638_18165
1135	SRS013639_41093
287	SRS013639_43662
25775	SRS016438_286
156	SRS016438_contig-100_204.49161
597	SRS017916_1738
1605	SRS017916_1902
237	SRS017916_6012
299	SRS017916_contig-100_0.120888
771	SRS020622_6810
198	SRS021153_662
544	SRS021153_3903
2071	SRS021219_4698
627	SRS021219_contig-100_456.76036
223	SRS024663_10191
208	SRS024663_14746
758	SRS049402_11425
737	SRS049402_16648
2141	SRS049896_20819
626	SRS049896_28596
643	SRS053356_25682
259	SRS053356_31660
737	SRS053356_36161
14526	SRS053356_45881
727	SRS053356_45881
749	SRS053356_contig-100_794.194732
753	SRS053356_contig-100_5.267518
2479	SRS053649_1516
734	SRS053649_1516
337	SRS053649_2977
654	SRS053649_22178
2067	SRS055533_3040
730	SRS056273_13496
2002	SRS058070_18148
2022	SRS058070_21025
2022	SRS058070_21025
2266	SRS058070_26511
509	SRS058070_26511
202	SRS058070_27830
208	SRS058070_32052
355	SRS063489_7110
202	SRS063489_7488
201	SRS063489_7884
613	SRS063518_1105
319	SRS063518_23631
557	SRS063518_39733
644	SRS063518_contig-100_180.232572
26856	SRS064973_2164
770	SRS075078_contig-100_143.196852
631	SRS076929_contig-100_2.152005
631	SRS076929_contig-100_2.152005
721	SRS077194_11504
9349	SRS077194_11504
1045	SRS077194_13281
692	SRS077194_contig-100_6.192026
7309	SRS077194_contig-100_6.192026
692	SRS077194_contig-100_6.192026
8001	SRS077194_contig-100_6.192026
374	SRS077294_11876
732	SRS077294_15909
365	SRS077335_108
1831	SRS077502_17190
6509	SRS077552_26597
366	SRS077552_29521
555	SRS077753_22805
509	SRS077753_contig-100_2426.125463
2033	SRS077849_31399
223	SRS078242_18173
791	SRS078242_contig-100_186.192316
789	SRS078419_12973
587	SRS078419_33620
587	SRS078419_33620
976	SRS078419_36028
624	SRS078419_contig-100_8.220449
35093	SRS097889_38241
714	SRS097889_38241
485	SRS098514_contig-100_1443.1443
728	SRS098571_57580
260	SRS098571_66735
682	SRS098571_contig-100_435.368965
252	SRS098644_39960
2073	SRS098644_46184
603	SRS098827_2498
376	SRS101376_25685
1971	SRS101433_11371
287	SRS103987_32059
1300	SRS104311_16944
341	SRS104311_29027
632	SRS104311_30897
261	SRS104311_39826
270	SRS104311_43330
21792	SRS104400_19963
866	SRS104400_19963
2029	SRS104400_35276
159	SRS104400_50484
58928	SRS104400_50484
33914	SRS104400_56268
791	SRS104400_56268
1350	SRS104485_contig-100_3.40861
6086	SRS104485_contig-100_3.40861
359	SRS105153_1820
200	SRS105153_8891
1169	SRS105153_23880
877	SRS105153_34746
235	SRS105153_35277
8734	SRS140513_15763
321	SRS140513_contig-100_777.93375
399	SRS140513_contig-100_965.93563
238	SRS142503_46130
247	SRS142599_13655
340	SRS142599_20683
588	SRS142599_26157
9874	SRS142599_26157
732	SRS142599_29045
249	SRS142712_2126
337	SRS142890_20892
225	SRS142890_23877
342	SRS143070_7153
572	SRS143070_contig-100_15.104628
376	SRS143181_4806
40643	SRS143342_359
548	SRS143342_359
1112	SRS143342_14641
282	SRS143342_15425
325	SRS143417_24062
603	SRS143417_25692
703	SRS143417_28426
254	SRS143417_28447
275	SRS143598_16570
27544	SRS143598_19309
676	SRS143598_19309
252	SRS143780_21962
1444	SRS143876_1793
364	SRS144362_3557
319	SRS144362_34038
380	SRS144362_42368
263	SRS144506_54353
214	SRS144506_57460
587	SRS144537_5569
708	SRS144537_16768
625	SRS144537_23709
214	SRS144537_37731
272	SRS144537_49241
391	SRS144537_49427
355	SRS144537_51238
230	SRS144537_contig-100_506.244975
1111	SRS145497_16974
509	SRS145497_16974
602	SRS145497_16974
1669	SRS146764_10955
1669	SRS146764_10955
267	SRS146764_28909
238	SRS146764_31949
43510	SRS146764_31949
8533	SRS146764_34025
6425	SRS146764_34025
1505	SRS146764_34025
364	SRS146812_35663
359	SRS146812_48726
349	SRS146812_52317
216	SRS146812_62625
215	SRS146812_63483
1078	SRS146812_contig-100_823.267398
19695	SRS146813_18405
624	SRS146813_18405
637	SRS146813_29026
247	SRS146813_29786
767	SRS146813_30376
342	SRS146813_contig-100_9.162478
640	SRS147022_13147
214	SRS147022_14101
1117	SRS147139_2404
93	SRS147139_41508
66	SRS147139_41508
364	SRS147346_40122
346	SRS147346_44676
2029	SRS147346_57208
691	SRS147652_15411
1141	SRS148196_23195
758	SRS148424_20511
371	SRS148721_686
599	SRS148721_3798
2028	SRS148721_52768
678	SRR341584_C461723
375	SRR341654_C402198
200	SRR341656_C650121
229	SRR341657_C257402
1392	SRR341658_C824876
832	SRR341658_C829946
241	SRR341670_C1289826
758	SRR341670_C1290198
340	SRR341670_C1290730
113	SRR341675_scaffold50601
233	SRR341681_C325314
984	SRR341684_C381812
633	SRR341699_C908140
1197	SRR341702_C964854
715	SRR341717_C475629
261	SRR341725_scaffold38652
557	SRR341596_C737060
186	SRR341607_scaffold19721
509	SRR341620_C864717
232	SRR341625_C370955
286	SRR341628_C483972
566	SRR413644_C893728
435	SRR413644_C894642
866	SRR413651_C544876
38884	SRR413655_C678742
201	SRR413655_C678742
1387	SRR413660_C723652
1124	SRR413660_C730104
509	SRR413660_C730104
223	SRR413661_scaffold24484
40122	SRR413664_C781277
224	SRR413664_C781277
530	SRR413671_C943181
193	SRR413673_C526459
1101	SRR413678_scaffold89029
508	SRR413678_scaffold89029
739	SRR413679_C1080824
709	SRR413685_C508670
709	SRR413685_C508670
634	SRR413698_scaffold41949
199	SRR413698_C752987
385	SRR413698_C761570
620	SRR413700_C769058
765	SRR413700_C778556
732	SRR413702_scaffold63947
296	SRR413715_scaffold21836
322	SRR413715_scaffold26587
799	SRR413715_C626832
624	SRR413723_C686915
593	SRR413747_C670592
26574	SRR413747_C671508
436	SRR413751_scaffold55
27646	SRR413756_C276781
639	SRR413756_C276781
378	SRR413757_C482646
