DGR_ID	Length	TR_number	Pair_number
SRS020622_6810	1611	1	1
SRS021153_662	1204	1	1
SRS021153_3903	1488	1	1
SRS021219_4698	2166	1	1
SRS021219_contig-100_456.76036	1746	1	1
SRS024663_10191	1418	1	1
SRS024663_14746	1290	1	1
SRS049402_11425	1928	1	1
SRS049402_16648	2176	1	1
SRS049896_20819	2237	1	1
SRS049896_28596	2074	1	1
SRS053356_25682	1829	1	1
SRS053356_31660	1303	1	1
SRS053356_36161	2014	1	1
SRS053356_45881	15701	1	2
SRS053356_contig-100_794.194732	1146	1	1
SRS053356_contig-100_5.267518	1696	1	1
SRS053649_1516	12512	1	2
SRS053649_2977	1298	1	1
SRS053649_22178	2016	1	1
SRS055533_3040	2119	1	1
SRS056273_13496	1796	1	1
SRS058070_18148	2157	1	1
SRS058070_21025	3698	2	2
SRS058070_26511	2700	1	2
SRS058070_27830	1046	1	1
SRS058070_32052	4082	1	1
SRS063489_7110	1586	1	1
SRS063489_7488	1256	1	1
SRS063489_7884	1244	1	1
SRS063518_1105	1609	1	1
SRS063518_23631	1114	1	1
SRS063518_39733	1704	1	1
SRS063518_contig-100_180.232572	2017	1	1
SRS064973_2164	27985	1	1
SRS075078_contig-100_143.196852	1699	1	1
SRS076929_contig-100_2.152005	1770	2	2
SRS077194_11504	10180	1	2
SRS077194_13281	1895	1	1
SRS077194_contig-100_6.192026	8091	2	4
SRS077294_11876	1323	1	1
SRS077294_15909	1540	1	1
SRS077335_108	1436	1	1
SRS077502_17190	1877	1	1
SRS077552_26597	6633	1	1
SRS077552_29521	1603	1	1
SRS077753_22805	1701	1	1
SRS077753_contig-100_2426.125463	1366	1	1
SRS077849_31399	2128	1	1
SRS078242_18173	1353	1	1
SRS078242_contig-100_186.192316	1745	1	1
SRS078419_12973	2224	1	1
SRS078419_33620	1720	2	2
SRS078419_36028	2155	1	1
SRS078419_contig-100_8.220449	1765	1	1
SRS097889_38241	36324	1	2
SRS098514_contig-100_1443.1443	3143	1	1
SRS098571_57580	2210	1	1
SRS098571_66735	1225	1	1
SRS098571_contig-100_435.368965	1866	1	1
SRS098644_39960	1354	1	1
SRS098644_46184	2168	1	1
SRS098827_2498	1582	1	1
SRS101376_25685	1404	1	1
SRS101433_11371	2079	1	1
SRS103987_32059	1464	1	1
SRS104311_16944	1441	1	1
SRS104311_29027	1486	1	1
SRS104311_30897	1787	1	1
SRS104311_39826	1186	1	1
SRS104311_43330	1425	1	1
SRS104400_19963	22763	1	2
SRS104400_35276	11046	1	1
SRS104400_50484	59183	1	2
SRS104400_56268	34836	1	2
SRS104485_contig-100_3.40861	7525	1	2
SRS105153_1820	1303	1	1
SRS105153_8891	1400	1	1
SRS105153_23880	2046	1	1
SRS105153_34746	2231	1	1
SRS105153_35277	1231	1	1
SRS140513_15763	8784	1	1
SRS140513_contig-100_777.93375	1585	1	1
SRS140513_contig-100_965.93563	1421	1	1
SRS142503_46130	1144	1	1
SRS142599_13655	1432	1	1
SRS142599_20683	1509	1	1
SRS142599_26157	10577	1	2
SRS142599_29045	2173	1	1
SRS142712_2126	1417	1	1
SRS142890_20892	1355	1	1
SRS142890_23877	1416	1	1
SRS143070_7153	1339	1	1
SRS143070_contig-100_15.104628	1668	1	1
SRS143181_4806	1484	1	1
SRS143342_359	41670	1	2
SRS143342_14641	2172	1	1
SRS143342_15425	1527	1	1
SRS143417_24062	1401	1	1
SRS143417_25692	1536	1	1
SRS143417_28426	2112	1	1
SRS143417_28447	1439	1	1
SRS143598_16570	1344	1	1
SRS143598_19309	28542	1	2
SRS143780_21962	1296	1	1
SRS143876_1793	2147	1	1
SRS144362_3557	1411	1	1
SRS144362_34038	1408	1	1
SRS144362_42368	1087	1	1
SRS144506_54353	1303	1	1
SRS144506_57460	1303	1	1
SRS144537_5569	1862	1	1
SRS144537_16768	1617	1	1
SRS144537_23709	1427	1	1
SRS144537_37731	1118	1	1
SRS144537_49241	1445	1	1
SRS144537_49427	1526	1	1
SRS144537_51238	1403	1	1
SRS144537_contig-100_506.244975	1324	1	1
SRS145497_16974	1705	2	3
SRS146764_10955	2579	2	2
SRS146764_28909	8905	1	1
SRS146764_31949	44407	1	2
SRS146764_34025	9619	1	3
SRS146812_35663	1522	1	1
SRS146812_48726	1332	1	1
SRS146812_52317	1937	1	1
SRS146812_62625	1123	1	1
SRS146812_63483	1111	1	1
SRS146812_contig-100_823.267398	1825	1	1
SRS146813_18405	20868	1	2
SRS146813_29026	1518	1	1
SRS146813_29786	2072	1	1
SRS146813_30376	1749	1	1
SRS146813_contig-100_9.162478	1453	1	1
SRS147022_13147	1728	1	1
SRS147022_14101	1310	1	1
SRS147139_2404	2223	1	1
SRS147139_41508	8290	1	2
SRS147346_40122	2046	1	1
SRS147346_44676	1594	1	1
SRS147346_57208	2151	1	1
SRS147652_15411	2912	1	1
SRS148196_23195	1769	1	1
SRS148424_20511	2100	1	1
SRS148721_686	1099	1	1
SRS148721_3798	1429	1	1
SRS148721_52768	10418	1	1
SRR341584_C461723	1632	1	1
SRR341654_C402198	1505	1	1
SRR341656_C650121	1410	1	1
SRR341657_C257402	1320	1	1
SRR341658_C824876	2484	1	1
SRR341658_C829946	1248	1	1
SRR341670_C1289826	1307	1	1
SRR341670_C1290198	2099	1	1
SRR341670_C1290730	2005	1	1
SRR341675_scaffold50601	1076	1	1
SRR341681_C325314	1254	1	1
SRR341684_C381812	2084	1	1
SRR341699_C908140	1750	1	1
SRR341702_C964854	2661	1	1
SRR341717_C475629	1801	1	1
SRR341725_scaffold38652	8900	1	1
SRR341596_C737060	3111	1	1
SRR341607_scaffold19721	1410	1	1
SRR341620_C864717	1423	1	1
SRR341625_C370955	1270	1	1
SRR341628_C483972	1247	1	1
SRR413644_C893728	1636	1	1
SRR413644_C894642	1640	1	1
SRR413651_C544876	1526	1	1
SRR413655_C678742	39982	1	2
SRR413660_C723652	2062	1	1
SRR413660_C730104	1912	1	2
SRR413661_scaffold24484	1809	1	1
SRR413664_C781277	41294	1	2
SRR413671_C943181	1445	1	1
SRR413673_C526459	1333	1	1
SRR413678_scaffold89029	2074	1	2
SRR413679_C1080824	2344	1	1
SRR413685_C508670	1161	2	2
SRR413698_scaffold41949	1695	1	1
SRR413698_C752987	1263	1	1
SRR413698_C761570	1443	1	1
SRR413700_C769058	1422	1	1
SRR413700_C778556	1578	1	1
SRR413702_scaffold63947	1697	1	1
SRR413715_scaffold21836	1350	1	1
SRR413715_scaffold26587	1392	1	1
SRR413715_C626832	1890	1	1
SRR413723_C686915	1715	1	1
SRR413747_C670592	1603	1	1
SRR413747_C671508	27600	1	1
SRR413751_scaffold55	1149	1	1
SRR413756_C276781	28717	1	2
SRR413757_C482646	1630	1	1
SRR413760_C563010	1954	1	1
SRR413760_C569300	1342	1	1
SRR413770_scaffold27026	1370	1	1
SRR413570_C588701	1528	1	1
SRR413572_C822779	1255	1	1
SRR413576_scaffold31470	1397	1	1
SRR413579_scaffold52531	1963	1	1
SRR413582_C673676	1478	1	1
SRR413592_scaffold7781	1388	1	1
SRR413594_C524096	1727	1	1
SRR413606_C692623	1770	1	1
SRR413613_C925995	1159	1	1
SRR413619_C794131	2141	1	1
SRR413620_C591516	18915	1	2
SRR5935768_C773205	2053	1	1
SRR5935799_C703925	1508	1	1
SRR5935804_C793289	1477	1	1
SRR5935859_C648826	1193	1	1
SRR5935877_C605526	1697	1	1
SRR5935889_C597747	1918	1	1
SRR5935915_C409390	2089	1	2
SRR5935922_C440817	1429	1	1
SRR5935962_C430815	1845	1	1
SRR5935988_C437831	1339	1	1
SRR5935993_C425872	1741	1	1
SRR5936013_C762465	1388	1	1
SRR5936018_C321578	1024	1	1
SRR5936079_C368509	1826	1	1
SRR5936095_C831625	1657	1	1
SRR5936099_C858860	2090	1	1
SRR5936104_C538381	1404	1	1
SRR5936118_C519795	2568	1	1
SRR5936143_C690042	2012	1	1
SRR5936192_C287733	2022	1	2
SRR5946628_C474114	1971	1	2
SRR5946640_C439629	1492	1	1
SRR5946645_C421206	1421	1	1
SRR5946682_C667378	1721	1	1
SRR5946690_C480818	1252	1	1
SRR5946690_C482896	1523	1	1
SRR5946692_C822607	3357	1	1
SRR5946714_C326787	1930	1	1
SRR5946820_C486545	1220	1	1
SRR5946832_C698192	1351	1	1
SRR5946844_C262175	1329	1	1
SRR5946876_C1242747	1161	1	1
SRR5946930_C1000536	2138	2	2
SRR5946948_C425137	1323	1	1
SRR5946961_C414466	1798	1	1
SRR5946966_C620206	1106	1	1
SRR5946996_C171483	1317	1	1
SRR5947064_C269332	1863	1	1
SRR5947064_C269808	1307	1	1
SRR5947071_C475142	1734	1	1
SRR5947083_C91996	1454	1	1
SRR5947086_C556606	1143	1	1
SRR5947095_C633555	1701	1	1
SRR5950506_C373521	1665	1	1
SRR5950556_C394045	2166	1	1
SRR5950558_C214827	1892	1	1
SRR5950609_C666592	1237	1	1
SRR5950611_C808649	1153	1	1
SRR5950618_C477200	1897	1	1
SRR5950680_C551889	1436	1	1
SRR5950703_C351676	1565	1	1
SRR5950734_C373719	8942	1	1
